course_code,course_number,course_type,course_url,credit_hours,department,department_name,description,distribution_group,grade_mode,language,long_title,prerequisites,restrictions,title
ELEC 512,512,Lecture,,3,ELEC,Electrical & Computer Eng.,Methods for designing and analyzing computer algorithms and data structures. The focus of this course will be on the theoretical and mathematical aspects of algorithms and data structures. Cross-list: COMP 582. Recommended Prerequisite(s): STAT 310 or ECON 307 or STAT 331 or ELEC 331 or ELEC 303 or STAT 312,,Standard Letter,Taught in English,GRADUATE DESIGN AND ANALYSIS OF ALGORITHMS,,Must be enrolled in one of the following Level(s): Graduate,GR DESGN ANALY OF ALGORITHMS
ELEC 513,513,Lecture,,3,ELEC,Electrical & Computer Eng.,"A modern computer is a system with enormous complexity in both software and hardware. The course presents the principles for managing such complexity using examples from modern computing systems. It covers emergent issues from system complexity such as energy efficiency, bug finding, and heterogeneous hardware. It also covers designing experiments and writing systems papers. The course consists of lectures, student presentation of classic papers, and a final project. Cross-list: COMP 513.",,Standard Letter,Taught in English,COMPLEXITY IN MODERN SYSTEMS,,Must be enrolled in one of the following Level(s): Graduate,COMPLEXITY IN MODERN SYSTEMS
ELEC 514,514,Lecture,,3,ELEC,Electrical & Computer Eng.,"Topics covered include system architectures for modern wireless transceivers and transistor-level design considerations for circuit building blocks (low noise amplifier, mixer, power amplifier, etc.) in a wireless transceiver. Graduate/Undergraduate Equivalency: ELEC 414. Recommended Prerequisite(s): ELEC 305, ELEC 342, or Equivalent Courses with the Key Concepts Listed Below
• Transistor-level CMOS analog circuits (basic configurations, small signal models, parasitic effects)
• Frequency response of transistor-level CMOS circuits (pole/zero calculations)
• Frequency response of simple passive networks (1st order and 2nd order RLC networks)
• Noise analysis of transistor-level CMOS circuits (noise sources in CMOS transistors, input referred voltage/current noise for CMOS transistor-level circuits)",,Standard Letter,Taught in English,WIRELESS INTEGRATED CIRCUITS AND SYSTEMS,,Must be enrolled in one of the following Level(s): Graduate,WIRELESS IC
ELEC 515,515,Lecture,http://yl150.web.rice.edu/course2019fall_home.html,3,ELEC,Electrical & Computer Eng.,"Machine learning is in tremendous demand in numerous applications; however, its often prohibitive complexity remains a major challenge for its extensive deployment in resource constrained platforms. This course will introduce techniques which enable the development of energy/time efficient machine learning systems, taking a path from algorithm to architecture down to the circuit level. In particular, you will first learn commonly used machine learning algorithms, and then algorithm-, architecture-, circuit-level techniques for reducing the energy/time cost of machine learning systems while maintaining their powerful performance. Finally, we will do a deep dive into state-of-the-art efficient machine learning systems, such as Google's TPU and Eyeriss.",,Standard Letter,Taught in English,MACHINE LEARNING FOR RESOURCE-CONSTRAINED PLATFORMS,,Must be enrolled in one of the following Level(s): Graduate,EMBEDDED MACHINE LEARNING
ELEC 516,516,Lecture,,3,ELEC,Electrical & Computer Eng.,"There has been growing interest in analog computing in both academia and industry in the era of artificial intelligence. This course provides a comprehensive introduction to various aspects of modern analog integrated circuits. Students will learn how to 1) analyze, simulate and design a complementary metal oxide semiconductor (CMOS) analog integrated circuit, 2) analyze and simulate elementary transistor stages, current mirrors, supply- and temperature-independent bias and reference circuits, and 3) explore performance evaluation using computer-aided design tools. Graduate/Undergraduate Equivalency: ELEC 516. Mutually Exclusive: Cannot register for ELEC 442 if student has credit for ELEC 516. Graduate/Undergraduate Equivalency: ELEC 442. Mutually Exclusive: Cannot register for ELEC 516 if student has credit for ELEC 442.",,Standard Letter,Taught in English,ANALOG INTEGRATED CIRCUITS,,Must be enrolled in one of the following Level(s): Graduate,ANALOG INTEGRATED CIRCUITS
ELEC 517,517,Lecture,,3,ELEC,Electrical & Computer Eng.,"Topics covered include transmission line, Smith Chart, scattering parameters, impedance matching, passive microwave circuits (power divider, coupler, 180° hybrid, filter), and antenna design fundamentals. Graduate/Undergraduate Equivalency: ELEC 411. Mutually Exclusive: Cannot register for ELEC 517 if student has credit for ELEC 411.",,Standard Letter,Taught in English,MICROWAVE ENGINEERING,,Must be enrolled in one of the following Level(s): Graduate,MICROWAVE ENGINEERING
ELEC 518,518,Lecture,,3,ELEC,Electrical & Computer Eng.,"This course covers the principles of optical photon transport in biological tissue. Topics include a brief introduction to biomedical optics, single-scatterer theories, Monte Carlo modeling of photon transport, convolution for broad-beam responses, ultrasonic waves, ultrasound in fluids and solids, the principles of wave-tissue interaction, and ultrasound sensing devices and acoustic fields.
 Graduate/Undergraduate Equivalency: ELEC 418. Recommended Prerequisite(s): Knowledge and understanding of differential equations (or equivalent) Mutually Exclusive: Cannot register for ELEC 518 if student has credit for ELEC 418.",,Standard Letter,Taught in English,PRINCIPLES OF BIOMEDICAL OPTICS AND ULTRASOUND,,Must be enrolled in one of the following Level(s): Graduate,BIOMEDICAL OPTICS & ULTRASOUND
ELEC 519,519,Lecture,,3,ELEC,Electrical & Computer Eng.,"In many applications one is faced with the task of simulating or controlling complex dynamical systems. Such applications include for instance, weather prediction, air quality management, VLSI chip design, molecular dynamics, active noise reduction, chemical reactors, etc. In all these cases complexity manifests itself as the number of first order differential equations which arise. Model (order) reduction (MOR) seeks to replace a large-scale system described in terms of differential or difference equations by a system of much lower dimension that has nearly the same response characteristics. The ensuing methods have been an indispensable tool for speeding up the simulations arising in various engineering applications involving large-scale dynamical systems. In this course we will develop the underlying approximation theory paying particular attention to its data-driven aspects. Additional coursework required beyond the undergraduate course requirements Graduate/Undergraduate Equivalency: ELEC 439. Mutually Exclusive: Cannot register for ELEC 519 if student has credit for ELEC 439.",,Standard Letter,Taught in English,DATA SCIENCE AND DYNAMICAL SYSTEMS,,Must be enrolled in one of the following Level(s): Graduate,DATA AND SYSTEMS
ELEC 520,520,Lecture/Laboratory,http://www.cs.rice.edu/~alc/comp520/,4,ELEC,Electrical & Computer Eng.,"Distributed systems: workstations, local area networks, server machines. Multiprocess structuring and interprocess communication. File access and memory management. User interfaces: window systems and command interpreters.  Case studies of selected distributed systems.  Emphasis on performance aspects of system software design. Cross-list: COMP 520.",,Standard Letter,Taught in English,DISTRIBUTED SYSTEMS,,Must be enrolled in one of the following Level(s): Graduate,DISTRIBUTED SYSTEMS
ELEC 521,521,Lecture,,3,ELEC,Electrical & Computer Eng.,"The course addresses advanced issues in custom digital IC design. Topics range from physical-level analysis and modeling of new devices, interconnect, and power supply, to circuit-level design techniques for low power and high performance, to application-oriented digital circuits/systems for security and machine learning. Additional coursework required beyond the undergraduate course requirements. Graduate/Undergraduate Equivalency: ELEC 426. Recommended Prerequisite(s): ELEC 326/COMP 326 or ELEC 342 or Digital Circuit Courses.",,Standard Letter,Taught in English,ADVANCED DIGITAL INTEGRATED CIRCUITS DESIGN,,Must be enrolled in one of the following Level(s): Graduate,ADV DIGITAL IC DESIGN
ELEC 522,522,Lecture,http://www.owlnet.rice.edu/~elec522,3,ELEC,Electrical & Computer Eng.,Design and analysis of algorithm-specific VLSI processor architectures.  Topics include the implementation of pipelined and systolic processor arrays.  Techniques for mapping numerical algorithms onto custom processor arrays.  Course includes design project using high-level VLSI synthesis tools.,,Standard Letter,Taught in English,ADVANCED  VLSI DESIGN,,Must be enrolled in one of the following Level(s): Graduate,ADV VLSI DESIGN
ELEC 523,523,Lecture,,3,ELEC,Electrical & Computer Eng.,"Microfabrication and nanofabrication are among the most important electrical and computer engineering technologies, and are the basis of manufacturing for nearly all modern miniaturized systems. This course provides an introduction to integrated circuit device fabrication and micromachining technology, including film deposition, lithography, etching, thermal oxidation, ion implantation, impurity diffusion, contacts and interconnections, and process integration topics.  Recommended Prerequisite(s): Introductory physics (mechanics, electricity and magnetism), introductory chemistry.",,Standard Letter,Taught in English,INTRODUCTION TO MICROFABRICATION,,Must be enrolled in one of the following Level(s): Graduate,INTRO TO MICROFABRICATION
ELEC 524,524,Lecture,,4,ELEC,Electrical & Computer Eng.,"Study of network protocols for mobile and wireless networking, particularly at the media access control, network, and transport protocol layers. Focus is on the unique problems and challenges presented by the properties of wireless transmission and host or router mobility. Cross-list: COMP 524. Recommended Prerequisite(s): COMP 421 OR ELEC 421.",,Standard Letter,Taught in English,MOBILE AND WIRELESS NETWORKING,COMP 429 OR ELEC 429,Must be enrolled in one of the following Level(s): Graduate,MOBILE AND WIRELESS NETWORKING
ELEC 525,525,Lecture,,3,ELEC,Electrical & Computer Eng.,"Virtualized computer architectures. Processor, memory and storage virtualization techniques. Resource allocation and scheduling of virtual machines. Cloud architectures and infrastructure. Utility computing. Cross-list: COMP 525.",,Standard Letter,Taught in English,VIRTUALIZATION AND CLOUD RESOURCE MANAGEMENT,(ELEC 425 OR COMP 425),Must be enrolled in one of the following Level(s): Graduate,VIRTUAL & CLOUD RESOURCE MGMT
ELEC 526,526,Lecture,,3,ELEC,Electrical & Computer Eng.,"Design of high performance computer systems, including shared-memory and message-passing multiprocessors and vector systems. Hardware and software techniques to tolerate and reduce memory and communication latency. Case studies and performance simulation of high-performance systems. Cross-list: COMP 526. Recommended Prerequisite(s): ELEC 425 or COMP 425",,Standard Letter,Taught in English,HIGH PERFORMANCE COMPUTER ARCHITECTURE,,Must be enrolled in one of the following Level(s): Graduate,HIGH PERFORM COMPUTER ARCH
ELEC 527,527,Lecture,,3,ELEC,Electrical & Computer Eng.,"A study of VLSI technology and design. MOS devices, Characteristics and fabrication. Logic design and implementation. VLSI design methodology, circuit simulation and verification. Additional course work required beyond the undergraduate course requirement. Graduate/Undergraduate Equivalency: ELEC 422. Mutually Exclusive: Cannot register for ELEC 527 if student has credit for ELEC 422.",,Standard Letter,Taught in English,VLSI SYSTEMS DESIGN,,Must be enrolled in one of the following Level(s): Graduate,VLSI SYSTEMS DESIGN
ELEC 528,528,Lecture,http://www.ece.rice.edu/~fk1/,3,ELEC,Electrical & Computer Eng.,"The course covers wide range of topics pertaining to security of Hardware Embedded systems, including cryptographic processors, secure memory access, hardware IT protection by monitoring and watermarking FPGA security, physical and side-charmed attacks, Trojan horses. Cross-list: COMP 538. Repeatable for Credit.",,Standard Letter,Taught in English,SECURITY TOPICS OF EMBEDDED SYSTEMS,,Must be enrolled in one of the following Level(s): Graduate,EMBEDDED HW SYSTEMS SECURITY
ELEC 529,529,Lecture,http://www.clear.rice.edu/comp529/,1 TO 4,ELEC,Electrical & Computer Eng.,"This course explores advanced solutions in computer networks that are driven by the need to go beyond the best-effort capabilities of the Internet. Topics include network fault tolerance, traffic engineering, scalable data center network architectures, network support for big data processing, network support for cloud computing, extensible network control via software defined networking, denial-of-service-attack defense mechanisms. Readings from original research papers. Also include design project and oral presentation components. This course assumes students already have a good understanding of the best-effort Internet. Cross-list: COMP 529. Repeatable for Credit.",,Standard Letter,Taught in English,ADVANCED COMPUTER NETWORKS,COMP 429 OR ELEC 429,Must be enrolled in one of the following Level(s): Graduate,ADVANCED COMPUTER NETWORKS
ELEC 530,530,Lecture,,3,ELEC,Electrical & Computer Eng.,"This course first covers established optical imaging technologies and their biomedical applications. Topics include sensing optical properties and spectroscopy, ballistic imaging methods (confocal, two-photon, super-resolution, etc.), optical coherence tomography, diffuse optical tomography, photoacoustic tomography, and optical time reversal (wavefront shaping/engineering).  Additional coursework required beyond the undergraduate course requirements. Graduate/Undergraduate Equivalency: ELEC 438. Recommended Prerequisite(s): Knowledge of differential equations or (equivalent). Graduate/Undergraduate Equivalency: ELEC 438. Mutually Exclusive: Cannot register for ELEC 530 if student has credit for ELEC 438.",,Standard Letter,Taught in English,BIOMEDICAL OPTICAL IMAGING AND APPLICATIONS,,Must be enrolled in one of the following Level(s): Graduate,BIOMEDICAL OPTICAL IMAG & APPL
ELEC 531,531,Lecture,,3,ELEC,Electrical & Computer Eng.,"Graduate level course in statistical signal processing. Focuses on detection and estimation theory, and the relationships between them. Concentration on discrete-time results. Performance bounds derived from signal processing and information theoretic perspectives. Introduction to data science for classification.  Recommended Prerequisite(s): Knowledge of digital signal processing and random processes.",,Standard Letter,Taught in English,STATISTICAL SIGNAL PROCESSING,,Must be enrolled in one of the following Level(s): Graduate,STATISTICAL SIGNAL PROCESSING
ELEC 532,532,Lecture/Laboratory,,3,ELEC,Electrical & Computer Eng.,"This course is designed to provide students with hands-on experience with the techniques and tools of neural engineering towards health, rehabilitation, and assistive technology applications. During the course, students will develop a deeper understanding of the underlying principles and phenomena of engineered systems interacting with the nervous system. The course will also expose students to hardware, software, and techniques that may be useful in their future coursework and careers. Students will work individually and in teams through a series of experiments. Students will also learn and use key concepts in designing experiments and testing neural interface systems, which they will use to propose and conduct a final project of their own design.  Additional coursework required beyond the undergraduate course requirements. Graduate/Undergraduate Equivalency: ELEC 435. Recommended Prerequisite(s): ELEC 587. Knowledge of Python or other coding equivalent. Mutually Exclusive: Cannot register for ELEC 532 if student has credit for ELEC 435.",,Standard Letter,Taught in English,NEURAL INTERFACE ENGINEERING LABORATORY,,Must be enrolled in one of the following Level(s): Graduate,NEURAL INTERFACE  ENG LAB
ELEC 533,533,Lecture,,3,ELEC,Electrical & Computer Eng.,"Review of basic probability; Sequences of random variables; Random vectors and estimation; Basic concepts of random processes; Random processes in linear systems, expansions of random processes; Wiener filtering; Spectral representation of random processes, and white-noise integrals. Cross-list: CMOR 553, STAT 583.",,Standard Letter,Taught in English,INTRODUCTION TO RANDOM PROCESSES AND APPLICATIONS,,Must be enrolled in one of the following Level(s): Graduate,INTRO RANDOM PROCESSES & APPL
ELEC 534,534,Lecture,,3,ELEC,Electrical & Computer Eng.,"This course offers an in-depth study of hardware verification methodologies, with a strong emphasis on SystemVerilog and the Universal Verification Methodology (UVM). Students will explore industry-standard verification techniques, such as constrained-random testing, functional coverage, assertion-based verification, and testbench automation. The course is designed to equip students with the essential skills for verifying complex System-on-Chip (SoC) and FPGA designs, preparing the students for careers in verification engineering. Students will spend a significant portion of the time writing and refining testbenches. Assignments and projects will provide hands-on experience with SystemVerilog and UVM-based verification environments, enabling students to gain practical experience in developing reusable, scalable, and efficient verification frameworks.  Recommended Prerequisite(s): Strong foundation in digital design and proficiency in hardware description languages (HDLs) such as Verilog or VHDL and ELEC 521 or ELEC 526 or ELEC 527",,Standard Letter,Taught in English,HARDWARE VERIFICATION,,Must be enrolled in one of the following Level(s): Graduate,HARDWARE VERIFICATION
ELEC 535,535,Lecture,,3,ELEC,Electrical & Computer Eng.,"Introduction to information theory concepts; basic theorems of channel coding and source coding with a fidelity criterion. The course material requires background of a first course in probability, like Rice ELEC 303.",,Standard Letter,Taught in English,INFORMATION THEORY,,Must be enrolled in one of the following Level(s): Graduate,INFORMATION THEORY
ELEC 538,538,Lecture,,3,ELEC,Electrical & Computer Eng.,Advanced topics in next generation mobile and wireless networks.  Recommended Prerequisite(s): An introductory course in networking or communications is recommended.,,Standard Letter,Taught in English,ADVANCED WIRELESS NETWORKING,,Must be enrolled in one of the following Level(s): Graduate,ADVANCED WIRELESS NETWORKING
ELEC 539,539,Lecture,,3,ELEC,Electrical & Computer Eng.,"Introduction to design and analysis of communication networks. Topics include wireless networks, media access, routing traffic modeling, congestion control, and scheduling. Additional coursework required beyond the undergraduate course requirements. Graduate/Undergraduate Equivalency: ELEC 437. Mutually Exclusive: Cannot register for ELEC 539 if student has credit for ELEC 437.",,Standard Letter,Taught in English,INTRODUCTION TO COMMUNICATION NETWORKS,,Must be enrolled in one of the following Level(s): Graduate,INTRO TO COMMUNICATION NETWORK
ELEC 540,540,Lecture,,3,ELEC,Electrical & Computer Eng.,"The Fundamentals of Biosensors in Medicine course is designed to provide students with the tools to understand the basic parts of a biosensor, including the biorecognition layer, transducer and signal output. During the course, students will be able to design a biosensor according to the proposed application. Specific applications for implantable and wearable biosensors will be discussed.",,Standard Letter,Taught in English,FUNDAMENTALS OF BIOSENSORS IN MEDICINE,,Must be enrolled in one of the following Level(s): Graduate,FUND OF BIOSENSORS IN MEDICINE
ELEC 541,541,Lecture,,3,ELEC,Electrical & Computer Eng.,"The goals of the course are to study basic concepts, and algorithms in 3D computer vision and their integration into various applications including autonomous navigation and augmented reality systems. Topics include: cameras, camera models, stereo, structured light, LIDAR, time-of-flight, case studies on autonomous driving, augmented reality and 3D avatars. The course will involve programming and implementing basic computer vision algorithms in Matlab/Python. Students will learn the fundamentals behind various 3D sensors and 3D computer vision algorithms and how the different performance capabilities make them relevant for integration into various application domains including autonomous navigation, augmented reality and 3D avatars. Graduate/Undergraduate Equivalency: ELEC 448. Recommended Prerequisite(s): Prior knowledge of undergraduate-level linear algebra is a plus, but the course is self-contained. Mutually Exclusive: Cannot register for ELEC 541 if student has credit for ELEC 448.",,Standard Letter,Taught in English,3D VISION: FROM AUTONOMOUS CARS TO THE METAVERSE,,Must be enrolled in one of the following Level(s): Graduate,ADVS IN 3D SENSING & VIS
ELEC 542,542,Lecture,,3,ELEC,Electrical & Computer Eng.,"This course will cover state-of-the-art research in modern learning-based image
synthesis algorithms. Each lecture will focus on one or two important research papers
published at top computer vision, machine learning, or graphics venues on a topic. Each
student will be responsible for presenting and leading discussion on one lecture topic in
the semester. Homework assignments and a final project will require students to code algorithms
covered in class. Because deep learning algorithms typically require graphical processing
units (GPUs) to run efficiently, students will use Google Colab (a free cloud
environment for running python code) to complete assignments.",,Standard Letter,Taught in English,GENERATIVE AI FOR IMAGE DATA,,Must be enrolled in one of the following Level(s): Graduate,GENERATIVE AI FOR IMAGE DATA
ELEC 543,543,Lecture,,3,ELEC,Electrical & Computer Eng.,"This course covers practical aspects of high-speed system design, highlights system design and simulation challenges, and demonstrates common pitfalls and how to prevent them. In this course, students will learn how to design, do gigahertz speed PCB layout, simulate (spice and Hyperlynx), and apply good design practices to minimize both component and system noise and to ensure system design success. Additional coursework required beyond the undergraduate course requirements. Graduate/Undergraduate Equivalency: ELEC 434. Recommended Prerequisite(s): Knowledge of mixed analog/digital circuits, active filters and transmission line theories. Mutually Exclusive: Cannot register for ELEC 543 if student has credit for ELEC 434.",,Standard Letter,Taught in English,ADVANCED HIGH-SPEED SYSTEM DESIGN,,Must be enrolled in one of the following Level(s): Graduate,ADV H-S SYSTEM DESIGN
ELEC 545,545,Lecture/Laboratory,,3,ELEC,Electrical & Computer Eng.,"This course covers theory and tools for representing and processing digital images and video.  Topics include: multi-dimensional sampling, transforms, and filtering; human visual perception; visual scanning and display; tomographic reconstruction; image and video coding theory and standards; video streaming; and, image restoration.  Recommended Prerequisite(s): Knowledge of the fundamentals of signals and systems and digital signal processing.",,Standard Letter,Taught in English,INTRODUCTION TO DIGITAL IMAGE AND VIDEO PROCESSING,,Must be enrolled in one of the following Level(s): Graduate,DIGITAL IMAGE & VIDEO PROC.
ELEC 546,546,Lecture/Laboratory,,3,ELEC,Electrical & Computer Eng.,"An introduction to the basic concepts, algorithms and applications in computer vision. Topics include: cameras, camera models and imaging pipeline, low-level vision/image processing methods such as filtering and edge detection; mid-level vision topics such as segmentation and clustering; shape reconstruction from stereo, introduction to high-level vision tasks such as object recognition and face recognition. The course will involve programming and implementing basic computer vision algorithms in Matlab. Additional coursework required beyond the undergraduate course requirements. Additional coursework required beyond the undergraduate requirements. Cross-list: COMP 546, Graduate/Undergraduate Equivalency: ELEC 447. Mutually Exclusive: Cannot register for ELEC 546 if student has credit for ELEC 345/ELEC 447.",,Standard Letter,Taught in English,INTRODUCTION TO COMPUTER VISION,,Must be enrolled in one of the following Level(s): Graduate,INTRO TO COMPUTER VISION
ELEC 547,547,Lecture,,3,ELEC,Electrical & Computer Eng.,"This course will expose students to relevant concepts and engineering tools for building closed-loop human-machine interfaces that are inclusive and equitable for users with diverse physical characteristics, with a focus on users with movement disabilities. The course covers signal acquisition, signal processing, information extraction, and feedback and control loop definitions. Students will also learn the basic physiology of how the human body generates movement, and how movement disorders affect the measured biosignals. They will also learn the basic principles of inclusive design and how users can be incorporated into the engineering pipeline from conception.",,Standard Letter,Taught in English,ENGINEERING INCLUSIVE BIOSIGNAL HUMAN-MACHINE INTERFACES,,Must be enrolled in one of the following Level(s): Graduate,INCLUSIVE BIOSIGNAL HMI
ELEC 548,548,Lecture,,3,ELEC,Electrical & Computer Eng.,"This course covers advanced statistical signal processing and machine learning approaches for modern neuroscience data (primarily many-channel spike trains). Topics include latent variable models, point processes, Bayesian inference, dimensionality reduction, dynamical systems, and spectral analysis. Neuroscience applications include modeling neural firing rates, spike sorting, decoding. Cross-list: BIOE 548, Graduate/Undergraduate Equivalency: ELEC 483. Mutually Exclusive: Cannot register for ELEC 548 if student has credit for ELEC 483.",,Standard Letter,Taught in English,MACHINE LEARNING AND SIGNAL PROCESSING FOR NEURO ENGINEERING,,Must be enrolled in one of the following Level(s): Graduate,NEURAL SIGNAL PROCESSING
ELEC 549,549,Lecture,,3,ELEC,Electrical & Computer Eng.,"Computational photography is an emerging field that aims to overcome the limitations of conventional digital imaging and display devices by using novel optics, signal processing and computer vision to perform more efficient and accurate measurement as well as produce more compelling and meaningful visualizations of the world around us. It is a convergence of many areas, such as optics, computer vision, computer graphics, image processing, photography, and so on. We will cover topics such as computational sensors with assorted pixel, mobile camera control, light field capture and rendering, computational flash photography, computational illumination for appearance acquisition and 3D reconstruction, reflectance transformation imaging, light transport analysis and novel displays.",,Standard Letter,Taught in English,COMPUTATIONAL PHOTOGRAPHY,,Must be enrolled in one of the following Level(s): Graduate,COMPUTATIONAL PHOTOGRAPHY
ELEC 550,550,Lecture,,4,ELEC,Electrical & Computer Eng.,"Robots have fascinated people for generations. Today, robots are built for applications as diverse as exploring remote planets, de-mining war zones, cleaning toxic waste, assembling cars, inspecting pipes in industrial plants and mowing lawns. Robots are also interacting with humans in a variety of ways: robots are museum guides, robots assist surgeon sin life threatening operations, and robotic cars can drive us around. The field of robotics studies not only the design of new mechanisms but also the development of artificial intelligence frameworks to make these mechanism useful in the physical world, integrating computer science, engineering, mathematics and more recently biology and sociology, in a unique way. This class will present fundamental algorithmic advances that enable today’s robots to move in real environments and plan their actions. It will also explore fundamentals of the field of Artificial Intelligence through the prism of robotics. The class involves a significant programming project. Cross-list: COMP 550, MECH 550, Graduate/Undergraduate Equivalency: ELEC 450. Mutually Exclusive: Cannot register for ELEC 550 if student has credit for ELEC 450.",,Standard Letter,Taught in English,ALGORITHMIC ROBOTICS,COMP 321 AND COMP 215,Must be enrolled in one of the following Level(s): Graduate,ALGORITHMIC ROBOTICS
ELEC 551,551,Lecture,,3,ELEC,Electrical & Computer Eng.,"This is an upper-level course in digital communications, which is designed to prepare students for engineering work in high-tech industries and for graduate work in communications, signal processing, and computer systems. The course covers basic concepts and useful tools for design and performance analysis of transmitters and receivers in the physical layer of a communication system, including multiple antenna MIMO systems. A hands-on laboratory using a state-of-the-art radio testbed illustrates course concepts. Additional coursework required beyond the undergraduate course requirements. Mutually Exclusive: Cannot register for ELEC 551 if student has credit for ELEC 430.
 Graduate/Undergraduate Equivalency: ELEC 430. Mutually Exclusive: Cannot register for ELEC 551 if student has credit for ELEC 430.",,Standard Letter,Taught in English,MODERN COMMUNICATION THEORY AND PRACTICE,,Must be enrolled in one of the following Level(s): Graduate,MODERN COMM. THEORY & PRACTICE
ELEC 552,552,Lecture/Laboratory,,4,ELEC,Electrical & Computer Eng.,"Introduction to the design, construction, and analysis of concurrent programs with an emphasis on operating systems, including filing systems, schedulers, and memory allocators. Specific attention is devoted to process synchronization and communication within concurrent programs. Additional coursework required beyond the undergraduate course requirements. Cross-list: COMP 521, Graduate/Undergraduate Equivalency: ELEC 421. Mutually Exclusive: Cannot register for ELEC 552 if student has credit for ELEC 421.",,Standard Letter,Taught in English,OPERATING SYSTEMS AND CONCURRENT PROGRAMMING,(COMP 215 AND COMP 321),Must be enrolled in one of the following Level(s): Graduate,OP SYS/CONCURRENT PROGRAMMING
ELEC 553,553,Lecture/Laboratory,,4,ELEC,Electrical & Computer Eng.,"ELEC 553 introduces mobile and embedded system design and applications to students and provides them hands-on design experience. It consists of three interlearning parts: lectures, student project, and student presentations. Additional coursework required beyond the undergraduate course requirements. Graduate/Undergraduate Equivalency: ELEC 424. Mutually Exclusive: Cannot register for ELEC 553 if student has credit for ELEC 424.",,Standard Letter,Taught in English,MOBILE AND EMBEDDED SYSTEM DESIGN AND APPLICATION,,Must be enrolled in one of the following Level(s): Graduate,MOBILE & EMBEDDED SYSTEM
ELEC 554,554,Lecture/Laboratory,,4,ELEC,Electrical & Computer Eng.,"Evolution of key architecture concepts found in advanced uniprocessor systems. Fundamental and advanced pipelining techniques and associated issues for improving processor performance. Illustrated with RISC processors such as the ARM processor. Examine several metrics for processor performance, such as Amdahl’s law. Key concepts of data and program memory systems found in modern systems with memory hierarchies and cashes. Perform experiments in cache performance analysis. Influence of technology trends, such as Moore’s law, on processor implementation Approaches for exploiting instruction level parallelism, such as VLIW. Introduction to parallel and multicore architectures. Introduction to processor architectures targeted for imbedded applications.Additional coursework required beyond the undergraduate course requirements. Cross-list: COMP 554, Graduate/Undergraduate Equivalency: ELEC 425. Mutually Exclusive: Cannot register for ELEC 554 if student has credit for ELEC 425.",,Standard Letter,Taught in English,COMPUTER SYSTEMS ARCHITECTURE,,Must be enrolled in one of the following Level(s): Graduate,COMPUTER SYSTEMS ARCHITECTURE
ELEC 555,555,Lecture,,3,ELEC,Electrical & Computer Eng.,"The course explores the fundamental properties of light propagation, optical instruments, imaging systems, algorithms for image processing, 3D image reconstruction, and their applications in autonomous navigation and remote sensing. It emphasizes a system approach to the analysis and design of optical systems from an engineering perspective, focusing on the physical and technical constraints to select appropriate lenses, cameras, and algorithms to design and integrate optical systems into autonomous platforms. Additionally, the course will involve programming and implementation of basic computer vision algorithms in MATLAB and/or Python. Students will also gain insights into various 3D sensors and reconstruction algorithms, understanding how their different performance capabilities make them suitable for various application domains.  Recommended Prerequisite(s): Prior knowledge of undergraduate-level optics is a plus, but the course is self-contained.",,Standard Letter,Taught in English,IMAGING AND VISION FOR ROBOTICS,,Must be enrolled in one of the following Level(s): Graduate,IMAGING & VISION FOR ROBOTICS
ELEC 556,556,Lecture,,4,ELEC,Electrical & Computer Eng.,"Network architectures, algorithms, and protocols. Local- and Wide-area networking. Intra- and inter-domain routing. Transmission reliability. Flow and congestion control. TCP/IP. Multicast. Quality of Service. Network Security - Networked applications. Additional coursework required beyond the undergraduate course requirements. Cross-list: COMP 556, Graduate/Undergraduate Equivalency: ELEC 429. Recommended Prerequisite(s): COMP 321 Mutually Exclusive: Cannot register for ELEC 556 if student has credit for ELEC 429.",,Standard Letter,Taught in English,INTRODUCTION TO COMPUTER NETWORKS,,Must be enrolled in one of the following Level(s): Graduate,INTRO TO COMPUTER NETWORKS
ELEC 557,557,Lecture,http://www.owlnet.rice.edu/~comp440,4,ELEC,Electrical & Computer Eng.,"This is a foundational course in artificial intelligence, the discipline of designing intelligent agents. The course will cover the design and analysis of agents that do the right thing in the face of limited information and computational resources. The course revolves around two main questions: how agents decide what to do, and how they learn from experience. Tools from computer science, probability theory, and game theory will be used. Interesting examples of intelligent agents will be covered, including poker playing programs, bots for various games (e.g. WoW), DS1 -- the spacecraft that performed an autonomous flyby of Comet Borrely in 2001, Stanley -- the Stanford robot car that won the Darpa Grand Challenge, Google Maps and how it calculates driving directions, face and handwriting recognizers, Fedex package delivery planners, airline fare prediction sites, and fraud detectors in financial transactions. Additional coursework required beyond the undergraduate course requirements. Cross-list: COMP 557, Graduate/Undergraduate Equivalency: ELEC 440. Mutually Exclusive: Cannot register for ELEC 557 if student has credit for ELEC 440.",,Standard Letter,Taught in English,ARTIFICIAL INTELLIGENCE,COMP 310 AND (STAT 310 OR ECON 307 OR STAT 312 OR STAT 331 OR ELEC 303) AND (MATH 354 OR MATH 355 OR CAAM 335 OR CMOR 302),Must be enrolled in one of the following Level(s): Graduate,ARTIFICIAL INTELLIGENCE
