course_code,course_number,course_type,course_url,credit_hours,department,department_name,description,distribution_group,grade_mode,language,long_title,prerequisites,restrictions,title
COMP 529,529,Lecture,http://www.clear.rice.edu/comp529/,1 TO 4,COMP,Computer Science,"This course explores advanced solutions in computer networks that are driven by the need to go beyond the best-effort capabilities of the Internet. Topics include network fault tolerance, traffic engineering, scalable data center network architectures, network support for big data processing, network support for cloud computing, extensible network control via software defined networking, denial-of-service-attack defense mechanisms. Readings from original research papers. Also include design project and oral presentation components. This course assumes students already have a good understanding of the best-effort Internet. Cross-list: ELEC 529. Repeatable for Credit.",,Standard Letter,Taught in English,ADVANCED COMPUTER NETWORKS,COMP 429 OR ELEC 429,Must be enrolled in one of the following Level(s): Graduate,ADVANCED COMPUTER NETWORKS
COMP 530,530,Lecture,,3 TO 4,COMP,Computer Science,"This course covers database management system architecture, query processing and optimization, transaction processing, concurrent control and recover, storage, indexing structures and related topics. Students will build a database system from the ground up.  Graduate students who have not had an introductory database course should enroll for 4 credits: all others should enroll for 3 credits. Graduate/Undergraduate Equivalency: COMP 432. Recommended Prerequisite(s): COMP 321 and COMP 430 Mutually Exclusive: Cannot register for COMP 530 if student has credit for COMP 432.",,Standard Letter,Taught in English,DATABASE SYSTEM IMPLEMENTATION,,Must be enrolled in one of the following Level(s): Graduate,DATABASE SYSTEM IMPLEMENTATION
COMP 531,531,Lecture/Laboratory,,3,COMP,Computer Science,"This project-based course explores Web application creation and design. Students are involved in the development of front-end and back-end systems while interfacting client-server communications technologies. Students will evaluate Web structural frameworks, Web development technologies, apply test driven development, and create multi-user Web applications. Graduate/Undergraduate Equivalency: COMP 431. Recommended Prerequisite(s): COMP 310 or COMP 321 Mutually Exclusive: Cannot register for COMP 531 if student has credit for COMP 431.",,Standard Letter,Taught in English,WEB DEVELOPMENT AND DESIGN,,Must be enrolled in one of the following Level(s): Graduate,WEB DEVELOPMENT AND DESIGN
COMP 532,532,Lecture/Laboratory,http://www.clear.rice.edu/comp420,4,COMP,Computer Science,"Introduction to distributed computer systems. The course covers concepts, architecture, algorithms, protocols, and implementation, focusing on distribution, scale, robustness in the face of failure, and security. Additional coursework required beyond the UG course requirements. Graduate/Undergraduate Equivalency: COMP 420. Mutually Exclusive: Cannot register for COMP 532 if student has credit for COMP 420.",,Standard Letter,Taught in English,INTRODUCTION TO DISTRIBUTED COMPUTER SYSTEMS,COMP 421 OR COMP 521,Must be enrolled in one of the following Level(s): Graduate,INTRO TO DISTRIBUTED COMP SYS
COMP 533,533,Lecture/Laboratory,,3,COMP,Computer Science,"Introduction to relational and other database systems, SQL programming, Database application programming, and Database design. This course is designed for students without prior database experience. Graduate/Undergraduate Equivalency: COMP 430. Mutually Exclusive: Cannot register for COMP 533 if student has credit for COMP 430.",,Standard Letter,Taught in English,INTRODUCTION TO DATABASE SYSTEMS,,Must be enrolled in one of the following Level(s): Graduate Corequisite: COMP 504,INTRO TO DATABASE SYSTEMS
COMP 534,534,Lecture,,4,COMP,Computer Science,"COMP 422 is an undergraduate version of this course.  COMP 422 students will have four programming assignments. COMP 534 students will have five. As part of their assignments, both COMP 422 and COMP 534 students will analyze the scalability and parallel efficiency of parallel programs they write. COMP 534 students will additionally use tools to qualify the root causes of scaling losses in their programs and document their findings. Graduate/Undergraduate Equivalency: COMP 422. Mutually Exclusive: Cannot register for COMP 534 if student has credit for COMP 422.",,Standard Letter,Taught in English,PARALLEL COMPUTING,COMP 321,Must be enrolled in one of the following Level(s): Graduate,PARALLEL COMPUTING
COMP 535,535,Lecture,,4,COMP,Computer Science,"Survey this radical concept of approximate (or inexact) computing with the goal of understanding both of the challenges and opportunities at all layers of the computing system ranging over programming languages, compilers and run-time, and architecture.",,Standard Letter,Taught in English,"APPROXIMATE COMPUTING SYSTEM FOR BIG DATA, SUPERCOMPUTING AND EMBEDDED SYSTEMS",,Must be enrolled in one of the following Level(s): Graduate,APPROX COMP SYS FOR BIG DATA
COMP 536,536,Lecture,,3,COMP,Computer Science,"What is “cloud computing?” How do we build cloud-scale systems and components that are secure against malicious attacks, and scale to millions of users? Many of today’s services run inside the cloud – a set of geographically distributed data centers running heterogeneous software stacks. Cloud systems must scale across tens of thousands of machines, support millions of concurrent requests, and they must do so with high security guarantees. This course will start with the fundamentals of cloud computing, introduce key techniques in building scalable and secure systems and expose students to state-of-the-art research advances as well as emerging security threats and defenses in today’s cloud systems. Cross-list: ELEC 510, Graduate/Undergraduate Equivalency: COMP 436. Mutually Exclusive: Cannot register for COMP 536 if student has credit for COMP 436.",,Standard Letter,Taught in English,SECURE AND CLOUD COMPUTING,,Must be enrolled in one of the following Level(s): Graduate,SECURE & CLOUD COMPUTING
COMP 538,538,Lecture,,3,COMP,Computer Science,"The course covers wide range of topics pertaining to security of Hardware Embedded system, including cryptographic processors, secure memory access, hardware IT protection by monitoring and watermarking FPGA security, physical and side-charmed attacks, Trojan horses. Cross-list: ELEC 528. Repeatable for Credit.",,Standard Letter,Taught in English,SECURITY OF HW EMBEDDED SYSTEMS,,Must be enrolled in one of the following Level(s): Graduate,EMBEDDED HW SYSTEMS SECURITY
COMP 539,539,Lecture,,4,COMP,Computer Science,"COMP 539 is a pure discovery-based learning course designed to give students real-life, hands-on training in a wide variety of software engineering issues that arise in creating large-scale, state-of-the-art software systems. The class forms a small software development ""company"" that works to deliver a product to a customer. The topics encountered include and are not limited to, dealing with new technologies (e.g. C#, .NET, distributed computing), advanced object-oriented programming and design, interacting with customers, problem specification and tasking, individual and group communications, human resource management, group leadership, testing, integration and documentation. Traditional development cycle methodologies will be compared to recent, ""agile"" techniques. Graduate/Undergraduate Equivalency: COMP 410. Recommended Prerequisite(s): COMP 505 Mutually Exclusive: Cannot register for COMP 539 if student has credit for COMP 410.",,Standard Letter,Taught in English,SOFTWARE ENGINEERING METHODOLOGY,COMP 404 OR COMP 504,Must be enrolled in one of the following Level(s): Graduate,SOFTWARE ENGINEER METHODOLOGY
COMP 540,540,Lecture,,4,COMP,Computer Science,"COMP 540 is about learning models from data. The course is designed to give students a foundational understanding of modern algorithms in learning and data mining, as well as hands-on experience with its applications in science and engineering.  Mutually Exclusive: Cannot register for COMP 540 if student has credit for ELEC 478.",,Standard Letter,Taught in English,STATISTICAL MACHINE LEARNING,(MATH 212 AND (ELEC 303 OR STAT 310 OR ECON 307 OR STAT 312 OR STAT 315 OR DSCI 301) AND (CAAM 334 OR CMOR 303 OR CAAM 335 OR CMOR 302 OR MATH 354 OR MATH 355) AND (COMP 382 OR COMP 582) AND COMP 310),Must be enrolled in one of the following Level(s): Graduate,STATISTICAL MACHINE LEARNING
COMP 541,541,Lecture,,3,COMP,Computer Science,"This elective course covers a wide variety of topics in computer security, including hands-on experience w/breaking software & engineering software to be harder to break. For example, students will perform buffer overflow attacks & exploit web application vulnerabilities, while also learning how to defend against them. Graduate/Undergraduate Equivalency: COMP 327, COMP 427. Mutually Exclusive: Cannot register for COMP 541 if student has credit for COMP 327/COMP 427.",,Standard Letter,Taught in English,INTRODUCTION TO COMPUTER SECURITY,COMP 310,Must be enrolled in one of the following Level(s): Graduate,INTRO TO COMPUTER SECURITY
COMP 542,542,Lecture,,3,COMP,Computer Science,"Learning from large dataset is becoming a ubiquitous phenomena in all applications spanning robotics, medical decisions, internet, communication, biology, etc. Designed to give senior UG students a thorough grounding in the theory and algorithms needed for research and practical applications in machine learning for modern massive datasets. Topics draw from machine learning, classical statistics, algorithms and information theory. Graduate/Undergraduate Equivalency: COMP 441. Mutually Exclusive: Cannot register for COMP 542 if student has credit for COMP 441.",,Standard Letter,Taught in English,LARGE-SCALE MACHINE LEARNING,,Must be enrolled in one of the following Level(s): Graduate,LARGE-SCALE MACHINE LEARNING
COMP 543,543,Lecture,,3,COMP,Computer Science,"This course is an introduction to modern data science. Data science is the study of how to extract actionable, non-trivial knowledge from data. The course will focus on the software tools used by practitioners of modern data science, the mathematical and statistical models that are employed in conjunction with such software tools and the applications of these tools and systems to different problems and domains. On the tools side, we will cover the basics of relational database systems, as well as modern systems for manipulating large data sets such as Hadoop MapReduce, Apache Spark, and Google’s TensorFlow. On the model side, the course will cover standard supervised and unsupervised models for data analysis and pattern discovery. Mathematical sophistication (calculus, statistics) and programming skills that would be acquired in an undergraduate computer science program are expected. Most programming will be in Python and SQL. (SQL is covered in the course) with some Java. Graduate/Undergraduate Equivalency: COMP 330. Mutually Exclusive: Cannot register for COMP 543 if student has credit for COMP 330.",,Standard Letter,Taught in English,GRADUATE TOOLS AND MODELS - DATA SCIENCE,,Must be enrolled in one of the following Level(s): Graduate,GR TOOLS & MODELS - DATA SCI
COMP 544,544,Lecture,,4,COMP,Computer Science,"An introduction to concepts, principles, and approaches of functional programming. Functional programming is a style of programming where the key means of computation is the application of functions to arguments (which themselves might be functions). This style of programming has become increasingly popular in recent years because it offers important advantages in designing, maintaining, and reasoning about programs in many modern contexts such as web services, multicore programming, and cluster computing. Course work consists of a series of programming assignments in the Scala programming language and various library extensions such as Apache Spark. Graduate/Undergraduate Equivalency: COMP 311. Mutually Exclusive: Cannot register for COMP 544 if student has credit for COMP 311.",,Standard Letter,Taught in English,FUNCTIONAL PROGRAMMING,,Must be enrolled in one of the following Level(s): Graduate,FUNCTIONAL PROGRAMMING
COMP 545,545,Seminar,,3,COMP,Computer Science,"COMP 545 is a graduate-level course on optimization techniques and algorithms, as these are used in modern ML/AI/SP tasks. During this course, we will learn and study the above topics (both in depth and breadth). The course i) will focus on different objective classes (convex vs. non-convex objectives, with constraints or not, etc.), ii) will cover different optimization strategies within each class, iii) will study algorithmic choices based on computational resources (e.g., use of low-dimensional structures (when/why), asynchronous vs. synchronous algorithms, distributed algorithms, etc.) and iv) lastly, will study schemes that handle some specific, but well-spread optimization constraints (sparsity, low-rankness).The main objective of the course is to highlight optimization as a vital part of contemporary research in ML/AI/SP, and draw the attention of students to open-questions in related topics. In particular, the aim for students is to i) learn how to distinguish differences in research papers of related fields, ii) understand the connection between them and how researchers advance each area, and iii) be able to consider possible extensions of these works, as part of the final (open-ended) project of the course.  Repeatable for Credit.",,Standard Letter,Taught in English,ADVANCED TOPICS IN OPTIMIZATION: FROM SIMPLE TO COMPLEX ML SYSTEMS,,Must be enrolled in one of the following Level(s): Graduate,ADV TOPICS IN OPTIMIZATION
COMP 546,546,Lecture/Laboratory,,3,COMP,Computer Science,"An introduction to the basic concepts, algorithms and applications in computer vision. Topics include: cameras, camera models and imaging pipeline, low-level vision/image processing methods such as filtering and edge detection; mid-level vision topics such as segmentation and clustering; shape reconstruction from stereo, introduction to high-level vision tasks such as object recognition and face recognition. The course will involve programming and implementing basic computer vision algorithms in Matlab. Additional coursework required beyond the undergraduate course requirements. Cross-list: ELEC 546, Graduate/Undergraduate Equivalency: COMP 447. Mutually Exclusive: Cannot register for COMP 546 if student has credit for COMP 345/COMP 447.",,Standard Letter,Taught in English,INTRODUCTION TO COMPUTER VISION,,Must be enrolled in one of the following Level(s): Graduate,INTRO TO COMPUTER VISION
COMP 548,548,Lecture,,3,COMP,Computer Science,"The course will explore the mathematical underpinnings of reliable software. The students will learn how to use proof assistants to construct software along with a machine-checkable proof of its correctness. Basic concepts of logic, functional programming, static type systems and deductive verification will be covered.
 Graduate/Undergraduate Equivalency: COMP 408.",,Standard Letter,Taught in English,VERIFIED PROGRAMMING,,Must be enrolled in one of the following Level(s): Graduate,VERIFIED PROGRAMMING
COMP 549,549,Lecture/Laboratory,,4,COMP,Computer Science,"In this project-based course, student teams will complete semester-long data science research or analysis projects selected from a variety of disciplines and industries. Students will also learn best practices in data science. Cross-list: DSCI 535, Graduate/Undergraduate Equivalency: COMP 449. Recommended Prerequisite(s): COMP 341 or COMP 642 or DSCI 303 or ELEC 378 or ELEC 478 or ELEC 578 or STAT 413 or STAT 613 or COMP 440/557 or ELEC 440/557 or COMP 540 Mutually Exclusive: Cannot register for COMP 549 if student has credit for COMP 449.  Repeatable for Credit.",,Standard Letter,Taught in English,APPLIED MACHINE LEARNING AND DATA SCIENCE PROJECTS,,Must be enrolled in one of the following Program(s): Online Master Computer ScienceOnline Master of Data ScienceMaster of Data ScienceMust be enrolled in one of the following Level(s): Graduate,DATA SCIENCE PROJECTS
COMP 550,550,Lecture,,4,COMP,Computer Science,"Robots have fascinated people for generations. Today, robots are built for applications as diverse as exploring remote planets, de-mining war zones, cleaning toxic waste, assembling cars, inspecting pipes in industrial plants and mowing lawns. Robots are also interacting with humans in a variety of ways: robots are museum guides, robots assist surgeon sin life threatening operations, and robotic cars can drive us around. The field of robotics studies not only the design of new mechanisms but also the development of artificial intelligence frameworks to make these mechanism useful in the physical world, integrating computer science, engineering, mathematics and more recently biology and sociology, in a unique way. This class will present fundamental algorithmic advances that enable today’s robots to move in real environments and plan their actions. It will also explore fundamentals of the field of Artificial Intelligence through the prism of robotics. The class involves a significant programming project. Cross-list: ELEC 550, MECH 550, Graduate/Undergraduate Equivalency: COMP 450. Mutually Exclusive: Cannot register for COMP 550 if student has credit for COMP 450.",,Standard Letter,Taught in English,ALGORITHMIC ROBOTICS,COMP 321 AND COMP 215,Must be enrolled in one of the following Level(s): Graduate,ALGORITHMIC ROBOTICS
COMP 552,552,Lecture,,3,COMP,Computer Science,"This course introduces students to reinforcement learning (RL), a general and impactful machine learning paradigm for solving sequential decision-making problems and designing autonomous agents. The course will cover both classical and recent algorithms for reinforcement learning (including deep RL) and imitation learning (including inverse RL). Through the assignments and final project, students will get hands-on experience in applying reinforcement learning algorithms to solve problems inspired by real-world applications. The course will conclude with an overview of open problems and ongoing research in reinforcement learning. Graduate/Undergraduate Equivalency: COMP 442. Recommended Prerequisite(s): COMP 330 or COMP 440 or ELEC 478 or COMP 540",,Standard Letter,Taught in English,REINFORCEMENT LEARNING,,Must be enrolled in one of the following Level(s): Graduate,REINFORCEMENT LEARNING
COMP 553,553,Lecture,,3,COMP,Computer Science,"This course is an introduction to ""big"" data, including storage, processing, and machine learning. It covers software tools (including an introduction to database programming using SQL), algorithms, and mathematical models used to prepare and extract knowledge from large datasets. Course material will cover different application problems and domains.",,Standard Letter,Taught in English,BIG DATA MANAGEMENT FOR DATA SCIENCE,COMP 614 AND COMP 680,Must be enrolled in one of the following Program(s): Master of Data ScienceMust be enrolled in one of the following Level(s): Graduate,BIG DATA MGMT FOR DATA SCIENCE
COMP 554,554,Lecture/Laboratory,,4,COMP,Computer Science,"Evolution of key architecture concepts found in advanced uniprocessor systems. Fundamental and advanced pipelining techniques and associated issues for improving processor performance. Illustrated with RISC processors such as the ARM processor. Examine several metrics for processor performance, such as Amdahl’s law. Key concepts of data and program memory systems found in modern systems with memory hierarchies and cashes. Perform experiments in cache performance analysis. Influence of technology trends, such as Moore’s law, on processor implementation Approaches for exploiting instruction level parallelism, such as VLIW. Introduction to parallel and multicore architectures. Introduction to processor architectures targeted for imbedded applications. Additional coursework required beyond the undergraduate course requirements. Cross-list: ELEC 554, Graduate/Undergraduate Equivalency: COMP 425. Mutually Exclusive: Cannot register for COMP 554 if student has credit for COMP 425.",,Standard Letter,Taught in English,COMPUTER SYSTEMS ARCHITECTURE,,Must be enrolled in one of the following Level(s): Graduate,COMPUTER SYSTEMS ARCHITECTURE
COMP 555,555,Lecture,,4,COMP,Computer Science,"This course is an introduction to cyber-physical systems, engineering artifacts in which computational components interact with and typically control physical components. Some common examples of cyber-physical systems include robots, Segways and lane-departure warning, LDW, systems in automobiles. Graduate/Undergraduate Equivalency: COMP 451. Mutually Exclusive: Cannot register for COMP 555 if student has credit for COMP 451.",,Standard Letter,Taught in English,DESIGN AND ANALYSIS OF CYBER-PHYSICAL SYSTEMS,,Must be enrolled in one of the following Level(s): Graduate,DESIGN&ANALYSIS CYBER/PHYSICAL
COMP 556,556,Lecture,,4,COMP,Computer Science,"Network architectures, algorithms, and protocols. Local- and Wide-area networking. Intra- and inter-domain routing. Transmission reliability. Flow and congestion control. TCP/IP. Multicast. Quality of Service. Network Security - Networked applications. Additional coursework required beyond the undergraduate course requirements. Cross-list: ELEC 556, Graduate/Undergraduate Equivalency: COMP 429. Recommended Prerequisite(s): COMP 321 Mutually Exclusive: Cannot register for COMP 556 if student has credit for COMP 429.",,Standard Letter,Taught in English,INTRODUCTION TO COMPUTER NETWORKS,,Must be enrolled in one of the following Level(s): Graduate,INTRO TO COMPUTER NETWORKS
COMP 557,557,Lecture,http://www.owlnet.rice.edu/~comp440,4,COMP,Computer Science,"This is a foundational course in artificial intelligence, the discipline of designing intelligent agents. The course will cover the design and analysis of agents that do the right thing in the face of limited information and computational resources. The course revolves around two main questions: how agents decide what to do, and how they learn from experience. Tools from computer science, probability theory, and game theory will be used. Interesting examples of intelligent agents will be covered, including poker playing programs, bots for various games (e.g. WoW), DS1 -- the spacecraft that performed an autonomous flyby of Comet Borrely in 2001, Stanley -- the Stanford robot car that won the Darpa Grand Challenge, Google Maps and how it calculates driving directions, face and handwriting recognizers, Fedex package delivery planners, airline fare prediction sites, and fraud detectors in financial transactions. Additional coursework required beyond the undergraduate course requirements. Cross-list: ELEC 557, Graduate/Undergraduate Equivalency: COMP 440. Mutually Exclusive: Cannot register for COMP 557 if student has credit for COMP 440.",,Standard Letter,Taught in English,ARTIFICIAL INTELLIGENCE,COMP 310 AND (STAT 310 OR ECON 307 OR STAT 312 OR STAT 331 OR ELEC 303) AND (MATH 354 OR MATH 355 OR CAAM 335 OR CMOR 302),Must be enrolled in one of the following Level(s): Graduate,ARTIFICIAL INTELLIGENCE
COMP 558,558,Lecture,,3,COMP,Computer Science,"Quantum computing is an emerging field with the potential to revolutionize various industries, including cryptography, scientific computation, optimization, and machine learning. Quantum Computing Algorithms is a course designed to introduce students to the foundations and practical algorithms of quantum computing from a systems perspective to equip them for the evolving technological landscape. The course will first refresh students on required mathematical concepts in linear algebra, probabilities, and statistics. Students will also learn about fundamental quantum principles, including superposition, entanglement, reversibility, interference, and circuits. The course will then delve into advanced quantum algorithms, especially variational and parameterized codes, including search, optimization, machine learning, and quantum simulation. Students will gain hands-on experience with Python-based quantum programming languages, Cirq and Tensorflow Quantum, to program current quantum computers. Graduate/Undergraduate Equivalency: COMP 458. Recommended Prerequisite(s): COMP 382 and (CMOR 302 or CMOR 303 or MATH 355 or MATH 354) Mutually Exclusive: Cannot register for COMP 558 if student has credit for COMP 458.",,Standard Letter,Taught in English,QUANTUM COMPUTING ALGORITHMS,,Must be enrolled in one of the following Level(s): Graduate,QUANTUM COMPUTING ALGORITHMS
COMP 559,559,Lecture,,3,COMP,Computer Science,"This course will overview both traditional and more recent graph-based machine learning
algorithms. Graphs show up in machine learning in many forms. Oftentimes, the input data can be naturally represented as a graph, such as for relational learning tasks applied to social
networks and graph kernels applied to chemical data. Other times, graphs are just a framework to express some intrinsic structure in the data, such as for graphical models and non-linear
embedding. In both cases, recent advances in representation learning (or graph embedding)
and deep learning have generated a renewed interest in machine learning on graphs. At the end of the course, students are expected to be able to: (1) identify the appropriate graph-based machine learning algorithm for a given problem; (2) extend existing algorithms to solve new related problems; and (3) recognize some of the key research challenges in the field. The
course will be a mixture of lectures, a research paper presentation, homework assignments
(including programming), and a hands-on class project.
Mutually Exclusive: Cannot register for COMP 559 if student has credit for COMP 459. Graduate/Undergraduate Equivalency: COMP 459. Recommended Prerequisite(s): Undergraduate-level linear algebra and undergraduate-level probability and statistics Mutually Exclusive: Cannot register for COMP 559 if student has credit for COMP 449/COMP 459.",,Standard Letter,Taught in English,MACHINE LEARNING WITH GRAPHS,,Must be enrolled in one of the following Level(s): Graduate,MACHINE LEARNING WITH GRAPHS
COMP 560,560,Lecture/Laboratory,,4,COMP,Computer Science,"A survey of core topics in Computer Graphics and Geometric Modeling, including fractals, ray tracing, hidden surface Algorithmic, Bezier, B-spline, blossoming techniques and subdivision procedures. Graduate/Undergraduate Equivalency: COMP 463. Mutually Exclusive: Cannot register for COMP 560 if student has credit for COMP 360/COMP 460/COMP 463.",,Standard Letter,Taught in English,COMPUTER GRAPHICS AND GEOMETRIC MODELING,,Must be enrolled in one of the following Level(s): Graduate,COMPUTER GRAPHICS
COMP 561,561,Lecture,,4,COMP,Computer Science,"Exploration of curves and surfaces (e.g. parametric form, implicit form, and conversion between forms), the representation of solid (e.g., wireframes, octrees, boundary representations, and constructive solid geometry), and applications (e.g., graphics, motion planning, simulation, and finite element mesh generation. Graduate/Undergraduate Equivalency: COMP 361. Repeatable for Credit.",,Standard Letter,Taught in English,GEOMETRIC MODELING,,Must be enrolled in one of the following Level(s): Graduate,GEOMETRIC MODELING
COMP 562,562,Lecture,,3,COMP,Computer Science,"Robots, as seen in many different forms, can help people in various scenarios to improve the efficiency, safety, and quality of task executions. In particular, those robots which can physically interact with the world possess essential skills to engage themselves more comprehensively in the real-world tasks. For example, robots with manipulation skills can help us in factories, kitchens, hospitals, warehouses, construction sites, and even in space or on another planet. This course introduces both fundamental and state-of-the-art knowledge to let students acquire a broad understanding of modern robots. Topics including robot motions, kinematics, dynamics, simulation and Robot Operating System (ROS), hand and grasping, prehensile and nonprehensile manipulation, robot control, and interactive estimation, will be covered. Programming projects are involved to facilitate converting textbook knowledge to solid hands-on experiences. Graduate/Undergraduate Equivalency: COMP 462. Recommended Prerequisite(s): COMP 450 or 550 Mutually Exclusive: Cannot register for COMP 562 if student has credit for COMP 462.",,Standard Letter,Taught in English,INTRODUCTION TO MODERN ROBOTICS,,Must be enrolled in one of the following Level(s): Graduate,INTRO TO MODERN ROBOTIC
COMP 565,565,Lecture,,4,COMP,Computer Science,"Intelligent machines—such as robots, autonomous vehicles, and digital assistants—are rapidly transforming human lives, offering immense potential to enhance human capabilities. However, without careful attention to how these systems interact with people, they may lead to unintended consequences, such as inefficiencies, biases, and even accidents. This course provides an introduction to the field of human-machine interaction, focusing on its algorithmic foundations. We will explore these algorithms from first principles and examine their real-world applications through case studies. The course is structured around two key modules. The first focuses on methods that enable humans to program intelligent machines, exploring how they can be trained to autonomously perform complex tasks and interact with humans. Key algorithms include imitation learning, learning from human preferences, and language-guided reinforcement learning. The second module covers methods that help humans understand, interpret, and effectively use these intelligent systems. This includes algorithms for explainable perception, explainable reinforcement learning, and methods for systematically evaluating intelligent machines.",,Standard Letter,Taught in English,INTRODUCTION TO HUMAN-MACHINE INTERACTION,,Must be enrolled in one of the following Level(s): Graduate,INTRO HUMAN-MACHINE INTERACT
COMP 566,566,Lecture,,3,COMP,Computer Science,"Recent advances in machine learning and robotics have led technology users, developers, and policymakers to increasingly consider the role of AI in social, economic, and political life.  Amid both utopian and dystopian visions for the potential of AI, important questions about the role of “artificial” intelligence in “human” society are newly emerging or being considered anew: what kinds of sociotechnical processes count as “AI”? What will be the moral status of “autonomous” entities? What will be the social, cultural, and political impact of AI? What will this impact be in different cultures and nations around the world? In this class, we will draw on a diverse set of historical and theoretical materials - including academic texts, historical analyses, technical reports, and science fiction film and literature - to examine the affordances and limitations of AI in areas such as education, manufacturing, transportation, healthcare, policing, and warfare. In so doing, the ultimate purpose of this course will be to deconstruct the epistemological, ontological, and ethical assumptions that have historically shaped and in many ways continue to shape the development of AI.  Mutually Exclusive: Cannot register for COMP 566 if student has credit for COMP 510.",,Standard Letter,Taught in English,AI ETHICS,,Must be enrolled in one of the following Level(s): Graduate,AI ETHICS
COMP 571,571,Lecture,http://www.cs.rice.edu/~nakhleh/COMP571/,3,COMP,Computer Science,"The course addresses several problems in computational genomics including, but not limited to, sequence alignment, phylogeny reconstruction, phylogenomics, cancer genomics, and viral phylodynamics. In addition to learning about these biological problems, the course emphasizes the mathematical approaches used to formulate these problems mathematically and the algorithmic techniques used to solve them. For mathematical modeling, the students will be introduced to hypothesis testing, probabilistic graphical models, graph theory, and more. For inference, the students will be introduced to combinatorial optimization, maximum likelihood estimation, Bayesian Markov chain Monte Carlo, and more. This is a course about computational problem solving, with genomics being the domain from which we draw problems, rather than a course about using bioinformatics tools. As such, students are expected to have the mathematical maturity students would get in courses such as COMP 182, COMP 382, and STAT 310. Graduate/Undergraduate Equivalency: COMP 471. Mutually Exclusive: Cannot register for COMP 571 if student has credit for COMP 471.",,Standard Letter,Taught in English,MODELING AND INFERENCE IN COMPUTATIONAL GENOMICS,,Must be enrolled in one of the following Level(s): Graduate,COMPUTATIONAL GENOMICS
COMP 572,572,Lecture,,3,COMP,Computer Science,"This course covers computational aspects of biological network analysis, a major theme in the area of systems biology. The course discusses protein-protein interaction, signaling, metabolic, and functional networks, and covers issues related to constructing, analyzing various types of networks, as well as how they can be used for downstream applications. Cross-list: BIOE 564.",,Standard Letter,Taught in English,BIOINFORMATICS: NETWORK ANALYSIS,,Must be enrolled in one of the following Level(s): Graduate,BIOINFORMATICS: NETWORKS
COMP 573,573,Lecture,,1 TO 3,COMP,Computer Science,"This seminar introduces pre- and postdoctoral students in biomedical informatics to topics relevant to professional development in the discipline, which is no longer concentrated in labs as it was in its early days, but is now important in hospitals, outpatient clinics, companies and even the community. In these settings, researchers and practitioners are likely to encounter not only difficult technical challenges, but vexing problems of organizational change and development as well. We will consider some of these challenges, drawing on the insights of experts in psychology, organizational change, management and communications along with industry representatives and entrepreneurs. The seminar mixes lectures and readings with group and individual exercises. Instructor Permission Required. Repeatable for Credit.",,Standard Letter,Taught in English,PROFESSIONAL DEVELOPMENT FOR BIOMEDICAL INFORMATICS,,Must be enrolled in one of the following Level(s): Graduate,BIOMEDICAL INFORMATICS
COMP 574,574,Lecture,,3,COMP,Computer Science,"This course covers computational approaches, including algorithms (divide and conquer, greedy, randomized) and data structures (suffix arrays, suffix trees, de bruijn graphs) that have served as the foundation for computational analyses and real-time tracking of infectious diseases. The course is organized into four themed modules, and each module features several seminal computational advances leading to real-world applications spanning the past three decades. The students prepare written summaries of each computational advance, as well as prepare in-class presentations, to both reinforce learning and embed communication into the class. The course also features quizzes (on Canvas) and a midterm and final exam to assess learning of the key computational concepts covered in this course.",,Standard Letter,Taught in English,COMPUTATIONAL GENOMICS FOR MICROBIAL FORENSICS,COMP 382,Must be enrolled in one of the following Level(s): Graduate,COMP MICROBIAL FORENSICS
COMP 575,575,Lecture,,3,COMP,Computer Science,"The emergence of quantum computing and information science has fundamentally reshaped computer science. It introduces new quantum approaches—including algorithms, complexity theory, and protocols—for solving classical computational tasks while also defining novel computational problems motivated by physics, chemistry, materials science, and more.  This course is designed for senior undergraduates and graduate students with prior knowledge of algorithms and quantum computing. It aims to equip students with fundamental theoretical tools for designing rigorous quantum approaches to both classical and quantum computational problems, preparing them for research in the field.   The course is structured into two main parts:   1. Quantum Algorithms and Complexity for Classical Problems  ● Develop core toolkits for designing quantum algorithms for classical computational tasks.   ● Demonstrate how these toolkits can lead to algorithms that outperform classical counterparts.   ● Introduce fundamental tools in quantum complexity theory and apply them to establish the limits and advantages of various quantum computing models.   2. Quantum Algorithms and Complexity for Quantum Data   ● Build foundational knowledge of quantum information theory, including key properties and measures of quantum states and processes.   ● Learn algorithmic techniques for preparing, testing, and learning quantum states and quantum processes.   ● Study emerging quantum complexity theoretical frameworks to analyze the computational hardness of these quantum tasks.   By the end of the course, students will have a strong theoretical foundation and practical toolkits for developing quantum algorithms and analyzing hardness of classical and quantum problems, enabling them to contribute to cutting-edge research in quantum computer science. Graduate/Undergraduate Equivalency: COMP 475. Recommended Prerequisite(s): COMP 458/558 or ELEC 581 or COMP 649 or ELEC 468/568 Mutually Exclusive: Cannot register for COMP 575 if student has credit for COMP 475.",,Standard Letter,Taught in English,TOOLKITS FOR THEORY OF QUANTUM COMPUTING SCIENCE,COMP 582,Must be enrolled in one of the following Level(s): Graduate,THEORY OF QUANTUM CS TOOLKITS
